Author_id,Isbn
0,0380804697
7767,0425178951
6044,038548562X
3318,0684865742
9367,0385313632
9517,0866119892
9073,0505523442
5758,0380772469
5758,0380899361
4671,0671728571
6593,067146969X
5143,0446392308
10430,0586207228
8501,0821762559
0,0553275399
5569,0671034006
10338,0425116840
0,0882893327
2955,0380817152
3315,0345302907
5462,0340565829
10338,0425191184
9558,0872169014
5827,0399142991
1055,0836218221
10091,067988288X
500,0590251597
3221,0679885307
0,0590251589
0,0590227637
3205,0806903481
500,0590224735
8854,0141301074
1653,0671016792
3884,0448409313
9767,0452278902
9767,074343627X
8055,039914465X
4294,1558747699
9767,067102423X
8867,1891620487
7955,0060009225
7955,0380820870
7955,0380797399
7413,0060198524
576,0345334531
1625,0515103993
3370,1550130994
6680,0316316962
4897,0062506080
10743,0142001007
7494,0060920432
8173,0786884061
2686,0691005419
1702,0060505265
0,0864427433
9201,0864424574
4166,0813812860
2626,0842372180
9767,0399143947
9293,0066211085
8203,042517476X
9791,0440237262
8358,0380713330
0,0195002237
9047,014004387X
8977,0895772620
5074,0517618141
0,0192833871
5698,0393960579
5376,1551113074
7940,0486264785
168,0060809833
3315,0441172660
2724,0156711427
8341,0553206516
4213,0553550039
0,0345390458
0,0061091871
6179,0425090787
5150,1929317999
8031,0553268880
7869,0385008910
9025,0688042872
10024,0671027107
7767,0399145869
10480,0375405429
1058,0446521582
506,0151002630
4476,0316666009
8859,0316890197
8290,0446675253
0,0345451325
10450,0330284142
2632,0345391810
6967,0140620524
6627,0312186118
4671,0671516922
7322,1586607251
10236,0671015206
9166,0440216540
6781,0449209598
8520,0140062599
3547,0582349168
9652,0140041079
10256,0140400117
4545,0192815466
10232,0140431357
16,1575664054
16,0451209117
16,0743236777
9484,037348481X
3769,0553208314
7792,0446611867
0,0385336179
6854,0972380698
1049,155054439X
4903,060980619X
6446,0440900794
5740,0553560662
0,0373483880
794,0061042005
2776,0425046117
10565,0156619180
2286,0553582755
0,0486282694
0,006101091X
5535,0452268060
6967,0439099404
5512,0525405224
10609,0671759213
8954,044651652X
3241,0312050631
3550,0452254264
9171,0380786052
9330,0446364282
1756,0385337272
0,0140291903
0,0142002267
7372,0671640925
3100,0425099644
4009,0960809600
2295,0439368030
2659,0785272984
8828,0060520221
3147,0590443518
3466,0440409942
1406,0590438069
6610,0380720132
7778,1841952974
10620,0440967848
0,0842329277
4850,0842343296
9424,0440439884
4850,0842343288
6501,0590424165
2703,059030271X
0,0345339738
3466,0440413761
8523,0590461001
0,0688149588
4850,0842343261
0,084234327X
4460,0395280060
4220,0590451146
10620,0064407314
2773,0816707979
8970,034541036X
10608,0517187760
4476,0446679593
582,0679441557
7261,1567315658
606,0849916518
4641,1565120310
1776,156512104X
3835,0446690295
0,0886774268
0,0886773520
0,0886774012
4935,1892065169
9019,0609808346
8797,0307157857
9047,0141186151
7486,0451121902
1287,0679417796
5194,0684833662
7798,1573225517
2175,0449909336
10703,1550548913
0,0679311386
6230,039396647X
7751,0380973650
618,0375414487
6680,0316346624
5191,0802130208
0,0312988990
0,0842373195
2258,0043510744
5116,0340821191
4285,0333906306
9364,0156004992
10565,0156628708
4144,0752844059
9367,0440208459
4144,0752848224
4144,075285111X
573,0449208672
2614,0060808241
7767,0380725835
3005,0751514012
2513,0751511056
8673,186941358X
7487,0886775876
6192,0451458680
813,0060199652
5339,034541389X
5490,0684871580
10544,0738203548
10067,0805033203
4606,0316284955
7455,0801855926
0,156352600X
1685,0679427651
6882,0345412214
6882,0345441702
9767,0451147367
10698,0595168442
4125,044041668X
7021,0451170539
5185,0375501371
2425,006447335X
9056,0316155101
746,0312283709
3761,0060987529
7544,0312951426
7544,0312953615
5141,0671567829
8372,0670820555
10359,0553270931
7135,0449241114
3703,0394561236
6970,0375703764
0,0553092626
7587,0812545133
2124,0446523321
0,0441004164
4926,0066620996
9001,0553277472
10427,0385494602
5109,0345433106
1649,0345443020
3318,068487217X
4121,0684853159
1518,1573228281
7763,0446608262
10334,0385503970
4955,0316120324
3010,0440214432
413,0440225779
69,0385501676
10450,3446180850
10539,0312242735
0,0440935741
7751,0380804557
780,3257229739
5175,0099245027
1968,0970880812
2649,0595256775
7530,0741412780
6153,0684855380
10684,0525946233
7028,0399513000
582,0425161617
9204,0140149295
10230,0553565028
8304,0375410848
1775,0505520680
8648,0373710348
9155,0451115457
9366,0373079710
6507,0861782356
0,0515097039
0,0553560247
561,0836135474
7701,0312974221
2099,0345416600
4115,0684856476
5667,0800757734
9416,0887309100
7940,1593080255
10576,1400041988
6567,0151010633
7491,9504604730
3982,0802714358
4213,9500720418
1349,950491036X
8718,0340697083
4656,2742739351
1602,0671008668
4243,9509009059
2364,0312154542
6216,0064408639
7365,0954290100
7408,0553295772
1754,0312858957
8866,0345330129
0,0743410246
0,0743445643
0,0743445627
0,0743445600
0,0812575717
7677,0671026356
1740,0743427602
1740,0671039288
8608,0671026364
10813,0671526103
10813,0671021257
10813,067100882X
10813,0671008781
3294,2253007900
2634,0671874349
3476,0394838475
4526,0743439775
2745,1567311199
0,0590482378
500,0590482238
7287,0451179706
1328,0449219410
7776,0446609781
1328,0679454446
7868,051512608X
1710,0373262329
5854,0451124383
6280,1565122208
4560,0312978332
10744,0345294459
4217,0451408888
4337,0671524968
5539,0515115487
10510,1563841134
3010,0060008776
0,0553574671
4433,0061057819
6333,0761513779
1090,1565078241
0,0449908119
7544,0312956126
885,0385334729
2638,0805044698
3707,075050059X
645,0140165525
2559,3257231393
9416,3453149874
5464,9681500601
7247,067088300X
9815,0786869216
0,0670878103
4332,0446528382
1869,0943233437
374,0375727345
3466,0156001454
8688,3440066738
2124,0446608890
7236,0061059137
1406,059044316X
10362,0316781460
7767,0425188787
9486,0345382323
4604,0312983298
8929,0553270249
8904,0553275852
6995,0440201330
4805,0449147398
534,0747546215
4217,0006513409
5805,0312980345
5466,0743437640
2297,1551668912
9067,0688009387
3111,0380017601
9277,0671024418
9277,067102440X
9277,0671024426
9277,0671024396
5317,0140346848
5317,0140346031
5317,0613286626
5283,0553568051
0,042515601X
5536,0333782259
3878,0435120964
7798,0140293442
2698,0571097103
7798,0140293469
8990,0920668372
10901,0375703861
9072,0060391537
2171,0156011042
0,0812566637
3761,0060391448
10456,0684829975
9767,0451099648
7887,0671776975
9265,0440967694
5176,0060801115
4243,0553149660
5431,0425152251
10233,0312924585
0,0684718634
8788,0385479565
6223,0876056354
5433,0375714383
9528,0441718213
7655,0385499094
10669,0743421574
9304,0140132708
1471,0312309295
7065,0671578103
10098,0756401364
0,0886779758
324,1931561230
8546,0807085464
813,0060504072
2632,0345460952
10389,0312274920
6365,0007134495
6428,0440408903
9528,038081658X
9528,0380791978
5676,0345397800
576,0345409671
361,0441007392
361,0441006329
9528,0380791986
6895,0886771544
6094,0312974485
6094,0312979584
7742,0553380958
6899,0756400805
6899,0886779014
0,0886776880
0,0886775744
4289,0395272238
0,0380819007
0,0380731800
2138,0142300608
8557,087951602X
3040,042518627X
0,0380731797
7564,0970851715
10520,1557504644
10735,081120958X
7058,0534525075
5428,0553583891
7330,0684849739
1049,0312171838
5274,0688175716
1368,0743467604
6347,0671042505
10366,0743205413
9479,0399147853
9527,0425162443
1116,0966482018
0,1400060052
3677,0451181409
8039,0060505559
2544,0312104472
1937,1551667533
903,0425183238
6535,0553802240
2297,0373711646
2903,0345423291
7868,0515132020
9187,0684864363
7868,0515131229
10716,0451192974
6156,0446679364
546,0345445732
8023,0553581430
1455,0451410157
0,0373441320
1995,1551662906
5515,0373834748
3047,0843943319
0,1570613818
10308,0743228022
4142,0385494149
10293,0312199368
4934,0312199430
7935,1570089957
8591,0452282101
0,0060193689
2832,048627263X
10821,0486270610
7544,0330330373
4474,0671318403
1851,0743440358
7520,0571135390
10664,1557250219
10070,0451183746
1304,0316134317
4838,0789467747
0,0071408398
8246,038079487X
3318,0684872153
6978,0060926317
3463,0961937904
3133,0140179755
2353,0571152813
9096,0140622500
9694,9038802986
0,0007101953
10349,1857238982
3909,380062236X
5333,0312421273
1328,0679454454
0,0743480562
822,0312986211
2469,0778320294
955,0425196453
942,1575668572
0,0821776126
6404,0821773429
1283,0060555882
6400,0380811081
6126,0373250592
7868,0373285043
7767,0399147020
599,0062512668
10516,0440241162
10392,0439233844
8669,0785917136
5867,1930353006
6423,0874831121
9815,0786866586
10239,0140254749
3852,3250600520
1132,3446190295
3120,3250102342
3938,342310001X
3372,3406426530
8662,3354005092
3852,3250300020
1706,3608958703
3128,0061092029
4369,3718501473
8978,3453017978
3362,3492230466
7400,3492045170
6325,0072521309
7922,0679756973
0,0517886685
3380,1570625190
9886,0670866563
5273,0375405046
6380,0316845442
3819,0140291725
3130,0029023106
9860,0802134254
10286,0688156819
9819,0762403004
10301,0140250840
4454,0679723226
2095,0679722645
905,0380732181
5367,0156007754
4342,0553371010
2634,031205436X
188,1573226521
709,0671027638
10627,0385497091
7798,1573226882
7798,1573228214
475,0316780812
2903,0515119784
9188,0736909672
10677,0786011963
5425,0811825558
4109,0141390972
1783,0062736302
1034,0071352430
3876,0671798553
6255,0060953497
4134,0306810646
0,0393318923
0,1882114981
10494,0471415804
0,0380788691
0,0515134449
8398,0596000987
8709,0134843460
6216,0064407675
10303,0767902890
9792,0812213122
7861,0879238615
7719,0618134786
6164,0312135653
6175,0375726446
613,037575895X
10813,0061092355
7358,0060934727
9765,0375403671
6069,0670888214
7751,0380977788
6125,0441304834
8589,0375421726
0,0609805002
4769,1891053426
10243,0393049272
6067,0140099182
0,0385319932
2213,0684853205
1640,0609802437
2174,0765347415
3167,0425071081
0,0393956571
9826,0805324305
10870,2710305089
4367,2070368378
3984,3462025376
4193,0553571818
8866,0441790348
1754,0812550390
3773,2877141519
6967,0965881199
6967,1573928275
470,014011906X
3659,0920109020
10591,0345377494
10400,0590960369
10573,0152009604
10636,0393038025
3417,0771014929
9614,0060931809
3332,1566199697
0,0451527496
606,0451525426
0,0553573403
0,0553579908
0,055357342X
5724,0440211158
2627,1885211279
6978,2290044067
9273,0821739514
5485,0553280147
8779,0821730894
5070,0553245716
7317,0345391055
1924,0553243055
98,0312979479
6163,0375760911
10106,0449244679
6068,0671681036
2702,068480087X
5435,0743407067
2597,0515131083
5537,1585420654
6938,1587430665
2957,0684843110
6522,156955028X
9892,0446679763
8792,0867162791
4379,0452274664
8165,0064403645
5314,1400032806
6802,0140262776
1481,0385317042
6771,0393029875
7596,0743243315
5435,0743407059
0,1400061598
5652,0452283280
5435,0743407083
7792,0446532444
6455,0446533041
9970,0375413278
1618,1892738341
6658,0743483014
2793,0393029603
4635,0312093004
5479,0451184149
4441,0380005239
4680,0231121008
315,0064401774
7263,0380732238
7743,1571740562
7743,0399142789
3811,0375406530
6699,006000438X
6995,0679411267
7963,0375412557
4618,0312169868
5333,0374129983
8869,067003178X
647,0688176992
3337,0312032978
3406,0394561619
3278,0786866470
2903,0385318782
1408,1879941201
9224,0060920076
2903,0679437452
740,1931561648
8647,0060517794
0,0553296124
0,0345413350
1862,0380701340
7909,0373260474
6066,1588515281
7311,0679450041
3593,0241130522
9800,0413722309
9800,0413725405
6918,1853830852
10379,0859533565
0,0413624501
3993,1857141296
7521,0745321992
9209,0140350748
6698,1853912352
4701,0201050714
10710,0802116175
3726,0140185011
5198,0140298363
5854,0451146425
7614,0877738513
9846,0380817446
773,0440862809
6487,0571197272
8774,0345300203
5846,0451167309
5996,0440154731
8978,0553579835
5123,0449224775
2632,0345379330
1218,1576737330
5649,0590371258
6745,1573227226
9064,0670871753
10450,0151446474
9767,0670813028
2158,0810922975
1281,0761520937
2617,0785281754
0,0345405730
10165,0451197410
6333,0761522557
475,0316601950
9882,0399151516
2060,0399151435
5206,0451210220
2060,0399148515
0,0886777771
0,0445406518
0,0671697978
8472,0441317480
0,0345405625
3906,0345406141
8939,0061006629
0,0553563696
10643,0345431618
6786,0553567713
0,0553286390
8401,0345301293
0,0345382412
0,0345389972
0,0345402219
0,0345405501
8868,0671654349
10644,0671832174
8401,0881845531
7935,076534128X
8472,0441662382
3906,0345384687
7768,0345353749
1884,1586481843
8401,088184389X
3809,0460872583
5996,0385333498
8401,0425043231
0,0345313151
10153,0345314255
0,0345305183
10643,0380004933
9767,0451132343
0,0345279255
9767,0451131312
8472,0345272846
4823,0786884460
6409,0061031429
7400,0060977337
0,0446693790
9750,0553380168
1186,0140285008
8696,067104155X
7400,006098726X
2063,068483569X
4026,0380701006
10521,0671504398
3550,0451522303
2044,0441005152
4027,3518366750
1201,3453172337
2289,3404136012
2289,3453131169
2289,3453092007
2286,0553582925
5040,0441008763
8896,0812545249
8311,0446606715
3362,0553572423
4188,0373320132
352,0803728492
2601,0525941673
2150,0812522400
9700,0553102044
10824,156718359X
10812,0671722948
7553,0140191550
5302,0140009930
10730,014027944X
5235,0140051627
5214,0713910372
0,0140510494
10601,0140510028
3377,0140442073
0,0575075546
3790,0091816874
7768,0330020706
0,0851123554
7606,0743220633
8299,1903402913
9276,1856053318
0,0752521454
969,0696204800
1166,027300235X
1969,0877540950
10348,0751514853
3671,3404143205
5175,345386980X
156,3629002013
4914,0877147728
7725,0674955218
10679,0452283930
2558,0553382225
7798,1573227331
7864,0679767959
0,0451526767
4155,0596001932
2,156592861X
4155,1565926730
582,080411918X
7672,0060171405
329,0553293176
3679,0316812471
2415,0440222915
4807,1551668653
6387,038079960X
834,0440237300
5026,0373292945
442,1568842406
9056,0399133186
7317,0066214122
10765,0684803135
8781,0451404300
10420,0312192339
0,0060802162
7282,0394744322
7590,0375507523
6203,0140266909
9416,0836221192
9721,0446386405
0,0688088007
3237,0140444203
3703,1878825003
5550,0070037485
0,3499102277
10274,0872203948
5634,0385721404
0,0375410597
0,0440125081
606,0446604275
4980,0671501747
10323,0805040900
0,0465006930
7755,0670804541
0,0679741836
2175,068810391X
8037,0849912903
4209,034531798X
3233,0812968379
9161,0312961294
5984,034545071X
1484,0451188470
3289,006019541X
2609,0446527696
10745,0446609749
535,0375502238
9161,0440202043
10153,0345285557
9206,0821723243
5134,0312156499
10208,0938077112
9735,0312975228
4862,0590452037
7317,0451183665
829,0061097268
240,0553111531
0,0439137411
6761,0312155859
4275,0380758377
10727,0345441761
8055,0399150897
6493,0449911160
2962,0671868640
8678,0553247379
2614,0061043508
1297,0811828964
4781,0671624342
10064,0786890169
8989,074322535X
1835,0399148728
4609,0071349294
8472,0312869061
3081,0812968212
8978,0312264372
5803,0684841185
9880,0749005491
3081,0679463070
8951,0399146865
3450,0312873085
0,0875964249
9804,0028625757
8878,0399146687
8023,055380099X
4476,0316693286
5317,0670861944
0,0399146237
4488,0684842106
0,0439164842
58,0060174056
7868,0373484887
5092,0099521016
9062,0750005815
9062,075001203X
1847,0330261878
10461,0140302395
6826,0060086246
3746,0451180429
9388,0373250126
0,0060723890
5669,0373250193
6349,0758204930
1791,0451410947
6136,038550926X
0,0061010707
9594,3462031112
0,3499187809
9989,3446203966
8329,3442727367
3381,3216303217
2923,3442444020
2559,3257229364
10361,349961118X
10648,3795116074
628,3499232103
5022,0552998001
0,3499114178
7544,3442439736
2872,3442350484
7089,0671004530
3936,3421056056
5967,3442720141
4174,325722575X
0,3442413338
9161,3499129728
8055,3442435366
8055,3442441382
0,3499613638
680,3499134411
0,3257224303
7798,3462025864
8839,0811811654
885,0440226414
8212,0060233532
813,0060959037
8848,055327886X
9894,0805036377
3215,0688156134
256,0374232415
3959,014028009X
8416,0060697024
2380,0140254587
0,0375708278
3770,3442541034
9623,0340581239
8878,0425187063
680,2264032200
3572,2070407675
7089,2253171395
629,2070408507
4035,2253054747
1762,0002258579
3740,0446361305
5992,3775713328
3995,0451524063
4848,0451411285
5127,0743246349
8767,031286504X
6901,1928556396
0,0517676044
5630,1562054376
10674,0735700737
3385,0028604032
1987,1573220256
9767,034547063X
7504,0425181480
0,0405054610
2803,0312280769
10874,1585673390
10098,0886778964
8689,3596154766
1086,1561631469
409,1841950149
1475,1852428112
165,1418447293
0,0451457811
6516,0553342495
551,0374525641
1738,0571167926
2757,059043344X
1290,0140043136
974,0874775132
924,0738846503
6454,1552633217
8127,0375701311
7829,0340265450
3699,0441004954
5440,0312244266
6141,0786889098
7460,0373169884
4985,1551660539
7276,0373076371
3928,0373259646
2341,0553445014
2340,037325668X
1394,0373098006
7107,0373095244
501,0373885210
5064,1565970519
6000,0373075286
0,0373223455
3053,0373031114
3685,0373115458
0,0373164556
6121,0821756672
0,0373291019
5629,0373168713
0,0373168829
0,0373169795
0,0373169477
9330,0446364290
9816,0373482957
9330,0446600342
9330,0445205512
9330,1551666014
9330,0446356859
9330,0446603082
9330,0446360511
9330,0446364312
9330,0446364150
9330,0446356875
7841,0373288468
6384,0373166621
9330,0446360708
3185,0373222289
5515,0373169302
0,0373169639
786,1551660903
0,0553440845
1907,0373098677
5759,0373451911
387,0373096585
5629,0373169175
0,0373169469
8843,0373255500
0,037324343X
2279,0373165048
5443,0452282829
2088,0452281091
8708,0679781579
10235,0380728532
4882,0395754127
8402,1585673781
918,0879757892
6810,0803251734
6659,1582431612
7073,0873382668
0,0931122740
4216,1562800299
4216,1562801465
384,0934971013
6657,0553149121
0,0761504362
678,0673523241
880,0395354846
9920,0553258958
587,0061040185
0,0816513333
1572,0816513074
7819,1888277173
9053,155583356X
9231,0688037127
323,0688179096
5608,1879960214
1950,0345367561
7331,0066214688
5146,0785268839
7965,0871135809
7981,0590436848
2839,3442352703
573,0449219143
0,3795115833
0,3442721652
8854,3499156938
7619,347354034X
8774,034540761X
7,0061057797
1851,033028813X
8070,0859696707
5081,1844261085
10725,0385031386
334,0875420036
7734,0141001828
7074,038078520X
4061,3492229891
7325,0385468067
8397,0312420021
0,0553293400
168,0060929871
612,0393312836
3387,0553211757
4027,0060931914
4202,0393318680
10620,0590409433
9614,0138700982
576,0515093556
4487,1412014050
98,2253003964
724,0399151850
1647,0802117821
5357,0380897180
0,1573240923
1985,0385722206
4627,0702221988
7926,0061095540
7492,9879630130
570,0679732411
1138,0446606243
5034,0316785261
5281,0140049975
184,3701712417
9776,080913960X
931,0139483993
9571,0385494661
7733,014062080X
0,0425174808
98,0061002860
0,0140390847
5206,0451202856
4479,0451405889
2018,0312274971
10317,0914171771
0,0964849909
7239,0886777461
7930,0375406956
3683,0743202031
10543,0767902912
5765,039571091X
731,0395860318
3538,0192833642
5961,0750514833
8323,1860463312
3596,0142001430
8845,0609809547
3197,0440218667
5281,0142000671
0,0425192792
5685,0821774352
0,0505524139
0,0345463404
3414,0449006379
9380,1885840047
6664,0060580208
0,0425191060
6645,0743458125
0,0312984820
0,0380764008
4798,0060549270
5808,0505525305
9959,0373218222
10075,0679777601
6400,0060505249
0,0425191257
0,0451458923
9717,0805426183
4193,0553800914
8923,080410526X
746,031242227X
10652,1555836577
4280,0553250256
2776,0451520793
163,030680395X
9642,0440241812
6136,0767914767
1540,0451528697
129,0060989270
7654,0374232105
7654,0140061401
2712,0393310329
5182,0679721037
1540,0140433988
1606,0142437204
10241,1560235136
10207,0440219892
10822,1555834930
5975,1555836038
846,0553272160
680,006093090X
5450,0942361598
1147,055321148X
8842,038533494X
6236,0345355563
10521,0553210327
8091,0964109964
0,0553212524
4867,0553251503
4727,0393321096
9820,0553574132
10401,038071681X
698,088029261X
0,0517053586
9319,0375706682
0,0140270590
6507,0679445625
9093,0140862129
180,0740735756
6658,0440235596
868,0440906156
8773,034540498X
4337,0671619373
181,2070419657
8752,0943734312
8242,0943734150
828,0898861098
6464,0803267355
4388,0964858401
0,0679826718
4472,1885211686
6256,0767904893
4732,0679733167
2165,0679436685
10263,074341120X
0,0618162216
10596,0375724621
10071,0140077812
7660,059045563X
760,0375504907
10477,0312087357
10565,0156907380
1235,0142000485
9342,1584790660
8898,0812910389
0,1573245038
259,061810450X
568,0441231942
4824,0886773768
568,0345291794
10267,0449231992
6029,0192820575
3613,0449907899
568,0345301064
7374,0226462110
5160,0425062341
1528,0806967315
810,0944031072
4933,1567182445
807,0380776324
5909,0440504716
6569,0525942262
9681,0062508156
0,014019536X
1750,0380816555
4231,0684848066
8699,0449211827
10130,0441627404
1881,0553562738
7613,0812555031
7613,0812536509
7613,0812553993
0,0380708892
0,038070613X
10478,0380805421
5738,0425171264
8422,2277219517
0,0441794297
5894,0375708707
5957,0802134475
2812,0151003084
6786,0553274066
7484,1897783108
7265,0340767278
10710,0679750932
8055,042516098X
10245,0375701168
4476,0446613266
6749,038549081X
7336,0312267460
9810,0140329358
10709,074324396X
5022,0552998486
4432,0099759713
10793,1853260193
10224,1853260967
3773,0140440151
2643,074993087X
9767,0671041789
4283,0439139597
4283,0439064864
5789,1575665379
1180,0441005489
8754,0924171553
0,0449909050
207,0330412302
1019,0064470059
1763,0821222341
6324,0821221558
2387,0380726297
10359,0553292056
2020,1860119190
10257,082122154X
3809,0553213512
5443,0060933577
2067,044023672X
2672,0394839129
6312,1573220213
5996,0440180295
8478,014044582X
6276,3423071001
2891,0884270610
10338,0425170055
971,345832402X
10280,3499613425
0,3548021026
7199,351836605X
7899,1573229083
4666,0805058249
5185,034540047X
284,0140255842
4275,0380805995
5014,0425169375
4980,0671727311
9894,0449003795
3034,055357874X
8435,0671896326
7444,3379017159
5229,0374190771
1893,0972660208
0,0939165376
3878,0060935464
10450,0446322180
7056,1551668998
2457,0515116173
2522,157586326X
8878,042516828X
3731,0440910552
539,1853261092
7044,0889950954
9387,1562477579
1589,0312876343
4481,0446519081
4481,044651862X
8981,0688002307
4308,0394708229
0,0195085140
10914,0671765973
0,0922729611
6283,0767902335
2742,1577311523
3112,0425166805
0,1567185126
4564,1874166188
0,0875425011
0,0875426638
977,1882723007
3208,0764809326
0,1892137038
1206,0883681056
5537,0874776945
8437,0875422462
4529,1869928180
4252,043935806X
0,034540002X
4305,0399507914
5706,1570627193
7743,0439313899
3468,0609608045
5331,076071004X
6825,1855381125
9420,0875421202
4071,1566199646
6427,0738700339
2537,0875423248
7938,073870279X
10755,0425158640
9562,0553236628
421,1863739157
5825,068483183X
3775,0713715162
2826,0671532545
3000,0330360434
4950,0380723336
7327,0006498000
3510,0553210823
7545,0395771552
7689,1932560491
0,0140304770
10556,0140444572
0,0140029613
4024,0553213113
10694,0743489063
0,0440225922
5175,0099993805
357,0914457284
0,073870234X
12,0892132922
12,0892133260
532,0060988258
5311,0345406419
9767,0451184963
5175,0440220602
9460,0821766929
8472,0671721135
6341,0786864516
2286,042513525X
9516,0060688246
9975,0883960044
1150,0399149422
6650,0440972329
9767,0451156609
5123,0449132471
0,0373111355
9078,0373114087
500,0590298364
0,0689107730
10662,0380016699
3252,088001072X
1148,0671760327
8866,034530988X
10707,0380728184
10847,0140298924
5367,9722105248
6560,2020239302
8147,2742743693
6043,0769613292
471,0671628828
213,0380716259
4755,0806509023
0,0767901649
9415,0439173035
0,0590187554
7242,060980748X
614,0393049515
0,1400031354
8761,0007106130
5945,1572241314
6722,2268013987
5199,0451202783
8582,0486277909
7017,0394578198
9021,0262192624
5163,0399135413
3351,2290318329
3111,0553278118
4183,0310478014
8523,0590477412
0,0671868314
10338,0425170349
98,0425068064
98,0312975120
0,0590433865
9620,0486270556
0,0590433857
6507,0486296342
998,0380709538
7566,0743400526
64,0451188497
436,0671656589
10469,0671695169
10469,0671695142
10469,0671729462
7792,0446608955
423,0312287860
401,0809293242
3550,0679417397
121,0679779159
10703,1550546007
6658,0440204194
6241,0451408721
187,0064472574
6020,0884042693
7940,0141439696
7299,0764548573
1515,0449203662
7796,0586087060
10697,0449221032
4381,0449218473
7100,0060926015
6808,0385018061
5508,0028600819
9047,0140248307
8046,0425065952
3939,0070064261
5854,3404149114
6276,9504001068
1999,1864501235
0,0864426224
1960,2277229938
8239,2253150908
0,2253048852
0,2253044911
7786,2266067249
10450,2253033138
6669,2070380742
3156,067972883X
6501,0440414806
5885,0689825587
0,0142302015
1669,1586480499
10166,0380821214
9265,014038572X
5584,2714303412
4846,0140621334
3200,2070389634
7609,2070368157
6560,2864241277
5175,0440241073
1020,0553277243
7992,0140161953
5271,0553287303
0,0451190521
0,0451190491
2099,0679404856
5163,0399141499
0,0553100130
3873,067187294X
0,0449215202
1712,0440204429
0,0553259253
4334,2207305554
8467,2207249786
7318,2266102621
9657,2253140589
9750,2277233617
318,202025462X
1831,2277116092
4845,2253049069
3577,2266002635
8133,2253044903
318,2253152846
2049,2290312959
3318,2266104853
3910,2020579391
3773,2070366081
6021,0553225448
743,0786703377
3810,0345350804
9654,0895551950
4287,0872168328
3464,0786705302
9736,0743203178
9466,0812550897
4,0881849804
1145,0671725254
2727,0810934302
66,006008118X
0,0312266588
3337,0312906765
0,0312274785
0,0884042871
0,0884042847
1262,0445204303
10457,0380003821
10041,0879801646
836,0553227734
6237,0486232948
8978,0553241575
8978,0553205315
1550,0671493515
1212,0828103054
1392,0812561589
1235,0670884839
5854,0449227421
8418,3404118839
5435,3442430879
7317,3426600218
1066,3809413747
10912,3442723833
21,096788330X
7095,0929141652
907,0525244581
5470,0373706847
1752,0440414121
2923,3442441080
5673,3492238572
9894,0805010858
5384,0963622927
10881,1558506462
7167,0140245480
6882,0451167716
8216,069811695X
0,0262121867
10043,9839236083
4827,0811830454
7534,0310329914
8878,0440203430
2124,0446606324
1540,0553211234
1607,1593080077
9583,0446604089
6733,0446603287
3156,0446343013
4526,0451202473
709,0060548827
7533,0804119937
4294,1558746986
7868,0515132187
6444,0704349469
2721,0394758439
1515,0449213447
4786,0446670251
6937,0061098736
1429,0448095149
7645,0702227773
4862,1841219266
148,0671015842
7535,0140149708
9740,0434271918
5342,1840461535
2278,0563534753
2278,0563487496
972,1862042497
3347,0330328573
124,0751516880
1963,014062225X
10565,0140622144
148,0340765429
3231,034066049X
8055,0425154092
6039,0425179613
7406,0375724370
7996,0446677671
0,0060969911
4226,342310516X
475,3492040683
98,3502506809
5175,3453127013
5948,3453172841
10565,359650547X
5203,0330262726
5203,0330253565
5339,0553057960
5466,0671014196
0,0688171877
1545,0871136791
9193,0679400540
2796,0805009213
8651,0679406557
3176,0684814773
0,957131577X
7170,0517881004
7983,1879181363
2390,0671518909
8977,055321277X
856,006039241X
7210,0553380095
856,0060391502
1688,0874779669
0,0679726225
1717,0306810123
7439,1555834310
10376,0684841827
0,0440504708
7011,0671521136
5869,0399518460
2868,0688140718
236,0853301239
9937,0553284347
4931,0345356500
552,0440473500
4681,0773674489
4337,0743423682
253,1410798860
6658,0525945938
2903,042516876X
562,0385496095
6749,0385475721
7415,0385319908
10491,0425142035
8444,0061096253
3926,1551667509
0,0553277723
98,0425068099
10487,0449146391
5087,0312421117
1109,0761514430
576,0679405283
1006,0440508975
4722,0006751504
7868,0515137111
0,0345456939
2939,0060504110
5678,0060542799
794,0743469844
10089,0553583573
7776,0446613886
7699,0449148238
0,0373289278
0,0451205561
0,1551667371
6112,1551667398
3647,0778320324
3971,0778320413
8848,0553107380
5894,0375406182
9894,0553271636
6673,1892145057
5185,0345389964
3323,0486256111
5092,0679751521
10328,0590120727
8003,1888054557
7443,0312099045
0,0312966091
194,0385265565
9767,0670813648
6217,0892961759
3422,0345372433
6300,0399144315
3531,0786883219
535,0375504613
0,0785263535
4275,0380896389
4275,0380896419
1310,0671252941
3548,155972272X
3395,0393046338
0,0671001795
498,0316526835
0,0385307888
4381,039447970X
248,0425161285
1278,0156904365
8434,0743448421
2989,014034991X
8096,0440414539
9741,006106498X
10839,0553274295
10822,0590457799
6774,0689800843
7051,0590457233
10834,0689311001
0,0590926675
1214,0671794019
8216,0440403332
998,0440948991
6774,0689849176
10336,1586480103
4253,1570282021
3344,0877950938
8388,0743490398
3550,0451524667
0,0446600253
10153,0345386744
541,0965894355
0,0671039857
0,0671039830
0,0671007696
0,067100767X
5235,0140063838
5155,0207169519
5819,0684870819
0,1558748040
9639,0425132986
9921,0439053862
10469,0743403614
