Author_id,NAME
7743,Neale Donald Walsch
7743,Neale Donald Walsch
3811,Ha Jin
6699,Manil Suri
6995,Martha Grimes
7963,P. D. James
4618,Janet Peery
5333,Jonathan Franzen
8869,Robert Alexander
647,Antwone Q. Fisher
3337,Fred Chappell
3406,Gabriel Garcia Marquez
3278,Frances Park
2903,Elizabeth Berg
1408,Caroline Gordon
9224,Russell Banks
2903,Elizabeth Berg
740,Audrey Niffenegger
8647,Rebecca Wells
0,
0,
1862,Colleen Mccullough
7909,O'Cork
6066,Larry Kirk
7311,Michael Chabon
3593,Gerald Scarfe
9800,Steve Bell
9800,Steve Bell
6918,Mark Bryant
10379,Toni Goffe
0,
3993,Henrietta Stickland
7521,Milan Rai
9209,Rudyard Kipling
6698,Mandy Wagstaff
4701,Jean Liedloff
10710,Will Self
3726,Graham Greene
5198,John Lanchester
5854,Ken Follett
7614,Morihei Ueshiba
9846,Steven Pressfield
773,B.B. Hiller
6487,Lorrie Moore
8774,Richard North Patterson
5846,Ken  Follett
5996,Kurt Vonnegut
8978,Robert Ludlum
5123,John D. MacDonald
2632,Douglas Adams
1218,Bruce H. Wilkinson
5649,Karen Hesse
6745,Marele Day
9064,Robin Klein
10450,Umberto Eco
9767,Stephen King
2158,David Finn
1281,Cafi Cohen
2617,Dorothy Moore
0,
10165,Terry McMillan
6333,Linda Dobson
475,Anita Shreve
9882,Stuart Woods
2060,Daniel Silva
5206,John Lescroart
2060,Daniel Silva
0,
0,
0,
8472,Piers Anthony
0,
3906,Harry Turtledove
8939,Robert Harris
0,
10643,Walter Tevis
6786,Margaret Weis
0,
8401,Philip K. Dick
0,
0,
0,
0,
8868,Robert Adams
10644,Walter Wangerin Jr.
8401,Philip K. Dick
7935,Orson Scott Card
8472,Piers Anthony
3906,Harry Turtledove
7768,Nevil Shute
1884,Conrad Black
8401,Philip K. Dick
3809,H.G. Wells
5996,Kurt Vonnegut
8401,Philip K. Dick
0,
10153,Terry Brooks
0,
10643,Walter Tevis
9767,Stephen King
0,
9767,Stephen King
8472,Piers Anthony
4823,Jennifer Niven
6409,Lisa Scottoline
7400,Michael Moore
0,
9750,Stephen Hawking
1186,Brian MacArthur
8696,Richard A. Knaak
7400,Michael Moore
2063,Daniel Yergin
4026,Herman Wouk
10521,Victor Hugo
3550,George Orwell
2044,Daniel Hood
4027,Hermann Hesse
1201,Britta Herz
2289,Dean R. Koontz
2289,Dean R. Koontz
2289,Dean R. Koontz
2286,Dean Koontz
5040,Joe Haldeman
8896,Robert Charles Wilson
8311,Peter F. Hamilton
3362,Frederick Forsyth
4188,Irene M. Pascoe
352,Amy Goldman Koss
2601,Dorothy Allison
2150,David Drake
9700,Stephanie Barron
10824,William W. Hewitt
10812,William Shakespeare
7553,Mircea Eliade
5302,John Wyndham
10730,William Boyd
5235,John Mortimer
5214,John M. Cohen
0,
10601,W.G.
3377,Friedrich Nietzsche
0,
3790,H Leighton Steward
7768,Nevil Shute
0,
7606,Monique Roffey
8299,Peter Bleksley
9276,S.Anderson Black
0,
969,Better Homes &amp; Gardens
1166,Brian Cole
1969,D. Griffith
10348,Tom Holland
3671,Glenn Meade
5175,John Grisham
156,Albert Bichler
4914,Jill Remains
7725,Natalie Zemon Davis
10679,Wendy Holden
2558,Donna Kauffman
7798,Nick Hornby
7864,Nora Ephron
0,
4155,Illiad
2,"""Illiad"""" Frazer J.D."""
4155,Illiad
582,Anne Tyler
7672,Nancy Friday
329,Amanda Quick
3679,Gloria Steinem
2415,Diana Gabaldon
4807,Jennifer Crusie
6387,Lisa Carey
834,Barbara Taylor Bradford
5026,Joanne Rock
442,Andy Rathbone
9056,Robin Cook
7317,Michael Crichton
10765,William J. Bennett
8781,Richard Parrish
10420,Trevanian
0,
7282,Mewa Ramgobin
7590,Molly Ivins
6203,Legs McNeil
9416,Scott Adams
9721,Stephen Baker
0,
3237,Flavius Josephus
3703,Gore Vidal
5550,Julian Barnes
0,
10274,Thucydides
5634,Karen Armstrong
0,
0,
606,Anonymous
4980,Joan Didion
10323,Todd Gitlin
0,
7755,Neil Postman
0,
2175,David Halberstam
8037,Pat Robertson
4209,Isaac Asimov
3233,Firoozeh Dumas
9161,Rosamunde Pilcher
5984,Kristin Hannah
1484,Cathleen Schine
3289,Francine Prose
2609,Dorothy Garlock
10745,William Dietrich
535,Anna Quindlen
9161,Rosamunde Pilcher
10153,Terry Brooks
9206,Ruby Jean Jensen
5134,John Derbyshire
10208,Thich Nhat Hanh
9735,Stephen Dobyns
4862,Jerry Spinelli
7317,Michael Crichton
829,Barbara Seranella
240,Alice Blanchard
0,
6761,Margaret George
4275,J.A. Jance
10727,William Bernhardt
8055,Patricia Cornwell
6493,Louis Begley
2962,Elizabeth Von Arnim
8678,Rex Stout
2614,Dorothy L. Sayers
1297,Cameron Tuttle
4781,Jeffrey Archer
10064,T. Jefferson Parker
8989,Robert Morgan
1835,Clive Cussler
4609,Janet Groene
8472,Piers Anthony
3081,Eric Garcia
8978,Robert Ludlum
5803,Kathy Reichs
9880,Stuart Pawson
3081,Eric Garcia
8951,Robert J. Ringer
3450,Gary Braver
0,
9804,Steve Ettlinger
8878,Robert B. Parker
8023,Parnell Hall
4476,James Patterson
5317,Jon Scieszka
0,
4488,James S Thayer
0,
58,Abraham Verghese
7868,Nora Roberts
5092,John Berendt
9062,Robin Jarvis
9062,Robin Jarvis
1847,Colin Dann
10461,Ursula Moray Williams
6826,Marian Keyes
3746,Greg Iles
9388,Sarah Mlynowski
0,
5669,Karen Templeton
6349,Linda Lenhoff
1791,Claire Cook
6136,Lauren Weisberger
0,
9594,Silvana Klein
0,
9989,Susan Sontag
8329,Peter K. Wehrli
3381,Fritz Krenn
2923,Elizabeth George
2559,Donna Leon
10361,Tom Shachtman
10648,Waris Dirie
628,Antoine Bello
5022,Joanne Harris
0,
7544,Minette Walters
2872,Eleanor Cooney
7089,Mary Higgins Clark
3936,Heike Geißler
5967,Klaas Huizing
4174,Ingrid Noll
0,
9161,Rosamunde Pilcher
8055,Patricia Cornwell
8055,Patricia Cornwell
0,
680,Armistead Maupin
0,
7798,Nick Hornby
8839,Risa Mickenberg
885,Belva Plain
8212,Paul Zindel
813,Barbara Kingsolver
8848,Rita Mae Brown
9894,Sue Grafton
3215,Faye Kellerman
256,Alice Miller
3959,Helen Fielding
8416,Philip Zaleski
2380,Dennis Covington
0,
3770,Guido Eckert
9623,Siri Hustvedt
8878,Robert B. Parker
680,Armistead Maupin
3572,Georges Montforez
7089,Mary Higgins Clark
629,Antoine De Saint-Exupéry
4035,Higgins Clark
1762,Christopher Wallace
3740,Greg Bear
5992,Kunstmuseum Basel
3995,Henrik Ibsen
4848,Jerri Corgiat
5127,John Dalton
8767,Richard Matheson
6901,Marjorie Hudson
0,
5630,Karanjit Siyan
10674,Wendell Odom
3385,Frommer
1987,Dalai Lama
9767,Stephen King
7504,Mike Lupica
0,
2803,Edward Bunker
10874,Yaakov Shabtai
10098,Tanya Huff
8689,Ricarda Junge
1086,Bo Hampton
409,Andrew H. Vachss
1475,Catherine Millet
165,Albert Schwarzenbach
0,
6516,Louise Erdrich
551,Anne Fadiman
1738,Christopher Frayling
2757,Edgar Allan Poe
1290,Calvin Tomkins
974,Betty Edwards
924,Bernard P. Chamberlain
6454,Lola Lemire Tostevin
8127,Patrick McGrath
7829,Nigel Tranter
3699,Gordon R. Dickson
5440,Joy Wilt Berry
6141,Laurence Shames
7460,Michele Dunaway
4985,Joan Hohl
7276,Merline Lovelace
3928,Heather Macallister
2341,Debra Dixon
2340,Debra Carroll
1394,Carole Halston
7107,Mary Kirk
501,Ann Major
5064,Joey Light
6000,Kylie Brant
0,
3053,Emma Goldrick
3685,Goldrick
0,
6121,Laurel Collins
0,
5629,Kara Lennox
0,
0,
0,
9330,Sandra Brown
9816,Steve Martini
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
9330,Sandra Brown
7841,Nina Beaumont
6384,Lisa Bingham
9330,Sandra Brown
3185,Eve Gladstone
5515,Judy Christenberry
0,
786,Barbara Bretton
0,
1907,Coughlin
5759,Kathleen Eagle
387,Andrea Edwards
5629,Kara Lennox
0,
8843,Rita Clay Estrada
0,
2279,Dawson
5443,Joyce Carol Oates
2088,Darin Strauss
8708,Richard Bernstein
10235,Thomas Hine
4882,Jessica Hagedorn
8402,Philip K. Dike
918,Bernard E. Rollin
6810,Mari Sandoz
6659,Maeve Brennan
7073,Mary D. Robertson
0,
4216,Isabel Miller
4216,Isabel Miller
384,Andrea Carlisle
6657,Madonna Kolbenschlag
0,
678,Arlene S. Skolnick
880,Bella Abzug
9920,Susan Brownmiller
587,Anne Wilson Schaef
0,
1572,Charles M. Tatum
7819,Nicole Blackman
9053,Robin Bernstien
9231,Ruth Baetz
323,Amanda Davis
5608,Jyl Lynn Felman
1950,Cynthia Kadohata
7331,Michael E. Gerber
5146,John Eldredge
7965,P. J. O'Rourke
7981,Padriac Colum
2839,Eileen Campbell
573,Anne Perry
0,
0,
8854,Roald Dahl
7619,Morton Rhue
8774,Richard North Patterson
7,A. A. Attanasio
1851,Colin Forbes
8070,Patricia Hedges
5081,John Andrew Storey
10725,William Barrett
334,Amber K
7734,Nathaniel Philbrick
7074,Mary Daheim
4061,Holly-Jane Rahlens
7325,Michael Dibdin
8397,Philip Gourevitch
0,
168,Aldous Huxley
612,Anthony Burgess
3387,Fyodor Dostoevsky
4027,Hermann Hesse
4202,Irvine Welsh
10620,Walter Dean Myers
9614,Simon Winchester
576,Anne Rice
4487,James Ryan
98,Agatha Christie
724,Arturo Perez-Reverte
1647,Chico Buarque
5357,Jorge Amado
0,
1985,Dai Sijie
4627,Janette Turner Hospital
7926,Olivia Goldsmith
7492,Miguel Hernandez
570,Anne Morrow Lindbergh
1138,Brad Meltzer
5034,Jody Shields
5281,John Steinbeck
184,Alex Capus
9776,Stephen M. Wylen
931,Bernhard W. Anderson
9571,Shmuley Boteach
7733,Nathaniel Hawthorne
0,
98,Agatha Christie
0,
5206,John Lescroart
4479,James Preston Girard
2018,Dan Simmons
10317,Timothy Leary
0,
7239,Melanie Rawn
7930,Orhan Pamuk
3683,Goldberry Long
10543,Vikram Seth
5765,Kathleen Norris
731,Ashley Warlick
3538,George Eliot
5961,Kitty Ray
8323,Peter Hoeg
3596,Geraldine Brooks
8845,Rita Golden Gelman
3197,F. Paul Wilson
5281,John Steinbeck
0,
5685,KARLA /LANSDOWNE/SAVE HOCKER
0,
0,
3414,Gaelen Foley
9380,Sarah Gallick
6664,Maggie Haberman
0,
6645,Maddy Hunter
0,
0,
4798,Jenna McKnight
5808,Katie MacAlister
9959,Susan Krinard
10075,T.R. Reid
6400,Lisa Kleypas
0,
0,
9717,Stephen A. Bly
4193,Iris Johansen
8923,Robert Fulghum
746,Augusten Burroughs
10652,Warren Dunford
4280,J.D. Salinger
2776,Edith Wharton
163,Albert Murray
9642,Sophie Kinsella
6136,Lauren Weisberger
1540,Charles Dickens
129,Alan Cumming
7654,Nadine Gordimer
7654,Nadine Gordimer
2712,E. M. Forster
5182,John Hersey
1540,Charles Dickens
1606,Charlotte Brontë
10241,Thomas L. Long
10207,Theresa Nelson
10822,William Taylor
5975,Krandall Kraus
846,Barrett Tillman
680,Armistead Maupin
5450,Joyce M. Roche
1147,Bram Stoker
8842,Rita Ciresi
6236,Leonard B. Scott
10521,Victor Hugo
8091,Patricia Nell Warren
0,
4867,Jess Stearn
4727,Jean-Christophe Rufin
9820,Steve Perry
10401,Torey Hayden
698,Arthur Conan Doyle
0,
9319,Samuel R. Delany
0,
6507,Louisa May Alcott
9093,Roger E. Allen
180,Alesia Holliday
6658,Maeve Binchy
868,Beatles
8773,Richard N. Patterson
4337,Jackie Collins
181,Alessandro Baricco
8752,Richard L. Polese
8242,Peace Pilgrim
828,Barbara Savage
6464,Loren Eiseley
4388,James Bannon
0,
4472,James O'Reilly
6256,Lesley Downer
4732,Jeanette Winterson
2165,David Gates
10263,Thomas Scoville
0,
10596,W. Somerset Maugham
10071,T.Coraghessan Boyle
7660,Nancy Alberts
760,Azar Nafisi
10477,Valerie Carnes
10565,Virginia Woolf
1235,Bruno Maddox
9342,Sandra Magsamen
8898,Robert Claiborne
0,
259,Alice Randall
568,Anne McCaffrey
4824,Jennifer Roberson
568,Anne McCaffrey
10267,Thomas Tryon
6029,L.P. Hartley
3613,Gertrud Muel Nelson
568,Anne McCaffrey
7374,Michael Kunze
5160,John G. Fuller
1528,Charles Barry Townsend
810,Barbara Hoberman Levine
4933,Jim Dreaver
807,Barbara Graham
5909,Kevin Leman
6569,Lydia Adamson
9681,Starhawk
0,
1750,Christopher Moore
4231,Iyanla Vanzant
8699,Richard Adams
10130,Terence Hanbury White
1881,Connie Willis
7613,Morgan Llywelyn
7613,Morgan Llywelyn
7613,Morgan Llywelyn
0,
0,
10478,Valerie Frankel
5738,Katherine Mosby
8422,Philippe Djian
0,
5894,Kent Haruf
5957,Kirsty Gunn
2812,Edward Gorey
6786,Margaret Weis
7484,Mick Middles
7265,Melvyn Bragg
10710,Will Self
8055,Patricia Cornwell
10245,Thomas Mann
4476,James Patterson
6749,Margaret Atwood
7336,Michael Frayn
9810,Steve Jackson
10709,Will Randall
5022,Joanne Harris
4432,James Hawes
10793,William Makepeace Thackeray
10224,Thomas De Quincey
3773,Gustave Flaubert
2643,Douglas Lindsay
9767,Stephen King
4283,J.K. Rowling
4283,J.K. Rowling
5789,Kathryn Wesley
1180,Brian Jacques
8754,Richard L. Zettler
0,
207,Alexandra Fuller
1019,Bill Cleaver
1763,Christopher Wright
6324,Linda Bolton
2387,Dennis Lehane
10359,Tom Robbins
2020,Dana Facaros
10257,Thomas Parsons
3809,H.G. Wells
5443,Joyce Carol Oates
2067,Danielle Steel
2672,Dr. Seuss
6312,Lily Tuck
5996,Kurt Vonnegut
8478,Plato
6276,Lewis Carroll
2891,Eliyahu M. Goldratt
10338,Tom Clancy
971,Bettine Von Arnim
10280,Till Raether
0,
7199,Max Frisch
7899,Nuala O'Faolain
4666,Jay Parini
5185,John Irving
284,Alix Kates Shulman
4275,J.A. Jance
5014,Joanna Trollope
4980,Joan Didion
9894,Sue Grafton
3034,Emily Carmichael
8435,Phyllis A. Whitney
7444,Michael Wallner
5229,John McPhee
1893,Corina Tettinger
0,
3878,Harper Lee
10450,Umberto Eco
7056,Mary Alice Monroe
2457,Dick Francis
2522,Donald E. Knuth
8878,Robert B. Parker
3731,Graham Salisbury
539,Anna Sewell
7044,Martine Bates
9387,Sarah Masters Buckey
1589,Charles Sheffield
4481,James Redfield
4481,James Redfield
8981,Robert M. Pirsig
4308,Jack Henry Abbott
0,
10914,Zolar
0,
6283,Lewis Richmond
2742,Eckhart Tolle
3112,Erich Von Daniken
0,
4564,Jane Hope
0,
0,
977,Betty J. Eadie
3208,Father Oscar Lukefahr CM
0,
1206,Brother Lawrence
5537,Julia Cameron
8437,Phyllis Galde
4529,Jan Fries
4252,J. K. Rowling
0,
4305,Jack Hamm
5706,Kate Horsley
7743,Neale Donald Walsch
3468,Gary Quinn
5331,Jonathan Dee
6825,Marian Green
9420,Scott Cunningham
4071,Horik Svensson
6427,Llewellyn
2537,Donald Michael Kraig
7938,Osborne Phillips
10755,William Gibson
9562,Shirley Maclaine
421,Andrew McGahan
5825,Kay Redfield Jamison
3775,Guy Damian-Knight
2826,Edward Shorter
3000,Elliot Perlman
4950,Jim Schutze
7327,Michael Dobbs
3510,Geoffrey Chaucer - Edited By A. C. Cawley
7545,Minfong Ho
7689,Nancy Madore
0,
10556,Virgil
0,
4024,Herman Melville
10694,Whitley Strieber
0,
5175,John Grisham
357,Amy R. Kaplan
0,
12,A. C. Bhaktivedanta Swami Prabhupada
12,A. C. Bhaktivedanta Swami Prabhupada
532,Anna Maxted
5311,Jon Hassler
9767,Stephen King
5175,John Grisham
9460,Shannon Drake
8472,Piers Anthony
6341,Linda Greenlaw
2286,Dean Koontz
9516,Sheldon Vanauken
9975,Susan Polis Schutz
1150,Braun Lilian Jackson
6650,Madeleine L'Engle
9767,Stephen King
5123,John D. MacDonald
0,
9078,Robyn Donald
500,Ann M. Martin
0,
10662,Wayne W Dyer
3252,Ford Madox Ford
1148,Brandon
8866,Robert A. Heinlein
10707,Will Hobbs
10847,Witi Tame Ihimaera
5367,Jose Saramago
6560,Luis Sepúlveda
8147,Paul Auster
6043,Landoll Inc.
471,Anita Diamant
213,Alexandra Stoddard
4755,Jean-Paul Sartre
0,
9415,Scholastic Books
0,
7242,Melinda Blanchard
614,Anthony Gottlieb
0,
8761,Richard Littlejohn
5945,Kimeron N. Hardin
6722,Marc-Edouard Nabe
5199,John Lantigua
8582,Ralph Waldo Emerson
7017,Martin Cruz Smith
9021,Robert Slater
5163,John Gardner
3351,Fred Vargas
3111,Erich Segal
4183,Irene B. Brand
8523,R. L. Stine
0,
10338,Tom Clancy
98,Agatha Christie
98,Agatha Christie
0,
9620,Sir Arthur Conan Doyle
0,
6507,Louisa May Alcott
998,Beverly Cleary
7566,Misty Bernall
64,Adam Barrow
436,Andrews
10469,V.C. Andrews
10469,V.C. Andrews
10469,V.C. Andrews
7792,Nicholas Sparks
423,Andrew Morton
401,Andrew Calcutt
3550,George Orwell
121,Alain De Botton
10703,Will Ferguson
6658,Maeve Binchy
6241,Leonard Goldberg
187,Alex Flinn
6020,L. Ron Hubbard
7940,Oscar Wilde
7299,Michael Bernstein
1515,Chaim Potok
7796,Nick Danziger
10697,Wilbur Smith
4381,James A. Michener
7100,Mary Kay Ash
6808,Marguerite Kelly
5508,Judith Zimmer
9047,Robertson Davies
8046,Patricia A. McKillip
3939,Heinrich Boll
5854,Ken Follett
6276,Lewis Carroll
1999,Damien Simonis
0,
1960,Cyril Collard
8239,Paulo Coelho
0,
0,
7786,Nicholas Evans
10450,Umberto Eco
6669,Magnan
3156,Eudora Welty
6501,Louis Sachar
5885,Kenneth Oppel
0,
1669,Chris Hedges
10166,Terry Pratchett
9265,S. E. Hinton
5584,Julien Gracq
4846,Jerome Klapka Jerome
3200,Fédor Dostoïevski
7609,Montherlant
6560,Luis Sepúlveda
5175,John Grisham
1020,Bill Cosby
7992,Pam Frankau
5271,John Saul
0,
0,
2099,Dave Barry
5163,John Gardner
0,
3873,Harold Robbins
0,
1712,Christine McGuire
0,
4334,Jack Womack
8467,Pierre Pelot
7318,Michael Cunningham
9657,Stéfan Zweig
9750,Stephen Hawking
318,Amélie Nothomb
1831,Clifford D. Simak
4845,Jerome K. Jerome
3577,Georges Simenon
8133,Patrick Süskind
318,Amélie Nothomb
2049,Daniel Keyes
3318,Frank McCourt
3910,Haruki Murakami
3773,Gustave Flaubert
6021,L. Sprague De Camp
743,August William Derleth
3810,H.P. Lovecraft
9654,Sr. Mary Jean Dorcy
4287,J.N. Williamson
3464,Gary Null
9736,Stephen E. Ambrose
9466,Sharan Newman
4,A E Van Vogt
1145,Brady
2727,Earl B. McElfresh
66,Adam Braver
0,
3337,Fred Chappell
0,
0,
0,
1262,C. J. Cherryh
10457,Ursula K. Le Guin
10041,Sydney Omarr
836,Barbara W. Tuchman
6237,Leonard Barden
8978,Robert Ludlum
8978,Robert Ludlum
1550,Charles H. Goren
1212,Bruce Catton
1392,Carole Bellacera
1235,Bruno Maddox
5854,Ken Follett
8418,Philipp Vandenberg
5435,Joy Fielding
7317,Michael Crichton
1066,Birgit Schönberger
10912,Zoë Jenny
21,A. L. Haskett
7095,Mary Jane Maffini
907,Benjamin Hoff
5470,Judith Arnold
1752,Christopher Paul Curtis
2923,Elizabeth George
5673,Karin Fossum
9894,Sue Grafton
5384,Joseph Garcia
10881,Yitta Halberstam
7167,Matt Ridley
6882,Mario Puzo
8216,Paula Danziger
0,
10043,Syed Hussein Alatas
4827,Jennifer Worick
7534,Millie Stamm
8878,Robert B. Parker
2124,David Baldacci
1540,Charles Dickens
1607,Charlotte Bronte
9583,Sidney Sheldon
6733,Marcia Muller
3156,Eudora Welty
4526,Jan Burke
709,Arthur Nersesian
7533,Millie Criswell
4294,Jack Canfield
7868,Nora Roberts
6444,Lois Keith
2721,E.D. Hirsch Jr.
1515,Chaim Potok
4786,Jeffrey Eugenides
6937,Mark Fuhrman
1429,Carolyn Keene
7645,N Collins
4862,Jerry Spinelli
148,Alan Titchmarsh
7535,Milligan
9740,Stephen Fry
5342,Jonathan Miller
2278,Dawna Walter
2278,Dawna Walter
972,Betty Bethards
3347,Fred Saberhagen
124,Alan Aldrich
1963,D H Lawrence
10565,Virginia Woolf
148,Alan Titchmarsh
3231,Fiona Walker
8055,Patricia Cornwell
6039,Lance Armstrong
7406,Michael Ondaatje
7996,Pam Young
0,
4226,Italo Calvino
475,Anita Shreve
98,Agatha Christie
5175,John Grisham
5948,Kinky Friedman
10565,Virginia Woolf
5203,John Le Carre
5203,John Le Carre
5339,Jonathan Kellerman
5466,Jude Deveraux
0,
1545,Charles Frazier
9193,Roy Blount Jr.
2796,Edward Abbey
8651,Redmond O'Hanlon
3176,Evan Harris
0,
7170,Matthew Bunson
7983,Page Bryant
2390,Dennis Wholey
8977,Robert Louis Stevenson
856,Barry Sears
7210,Maya Angelou
856,Barry Sears
1688,Christian De La Huerta
0,
1717,Christine Wiltz
7439,Michael Thomas Ford
10376,Tommy Tune
0,
7011,Martin
5869,Ken Sprague
2868,Elan Golomb
236,Alice A. Bailey
9937,Susan Forward
4931,Jim Davis
552,Anne Fine
4681,Jean Booker
4337,Jackie Collins
253,Alice Mary Connally Fisk
6658,Maeve Binchy
2903,Elizabeth Berg
562,Anne Lamott
6749,Margaret Atwood
7415,Michael Pollan
10491,Various
8444,Phyllis Richman
3926,Heather Graham
0,
98,Agatha Christie
10487,Valerie Wolzien
5087,John Bayley
1109,Bobbie Hinman
576,Anne Rice
1006,Beverly West
4722,Jean Ure
7868,Nora Roberts
0,
2939,Elizabeth Lowell
5678,Karin Yapalater
794,Barbara Delinsky
10089,Tami Hoag
7776,Nicci French
7699,Nancy Star
0,
0,
0,
6112,Laura Van Wormer
3647,Ginna Gray
3971,Helen R Myers
8848,Rita Mae Brown
5894,Kent Haruf
9894,Sue Grafton
6673,Maira Kalman
5185,John Irving
3323,Frank O. Braynard
5092,John Berendt
10328,Todd Strasser
8003,Pamela E. Apkarian-Russell
7443,Michael Wallis
0,
194,Alex Kotlowitz
9767,Stephen King
6217,Len Deighton
3422,Gail Godwin
6300,Lilian Jackson Braun
3531,George Carlin
535,Anna Quindlen
0,
4275,J.A. Jance
4275,J.A. Jance
1310,Candice Bergen
3548,George Mair
3395,G. Garfield Crimmins
0,
498,Ann Linnea
0,
4381,James A. Michener
248,Alice Hoffman
1278,C.S. Lewis
8434,Phoebe McPhee
2989,Ellen Raskin
8096,Patricia Reilly Giff
9741,Stephen Fuentes
10839,Wilson Rawls
10822,William Taylor
6774,Margaret Peterson Haddix
7051,Marvin Miller
10834,Willo Davis Roberts
0,
1214,Bruce Coville
8216,Paula Danziger
998,Beverly Cleary
6774,Margaret Peterson Haddix
10336,Tom Brokaw
4253,J. Lawler
3344,Fred Mustard Stewart
8388,Phil McGraw
3550,George Orwell
0,
10153,Terry Brooks
541,Anne Barone
0,
0,
0,
0,
5235,John Mortimer
5155,John Forbes
5819,Kay Allenbaugh
0,
9639,Sonja Massie
9921,Susan Campbell Bartoletti
10469,V.C. Andrews
4783,Jeffrey D. Greene
9872,Stuart Friedman
0,
8247,Pearl S. Buck
6895,Marion Zimmer Bradley
2457,Dick Francis
5047,Joe Kraynak
4963,Jo Beverley
1383,Carol O'Connell
475,Anita Shreve
2109,Dave Pelzer
1450,Cassandra King
3215,Faye Kellerman
5031,Jodi Picoult
9771,Stephen L. Carter
370,Anchee Min
9882,Stuart Woods
4922,Jillian Medoff
1791,Claire Cook
2569,Donna Tartt
6393,Lisa Gornick
8361,Peter Straub
957,Betsy Carter
5997,Kyle Mills
5483,Judith Kelman
7025,Martin J. Smith
0,
7700,Nancy Taylor Rosenberg
582,Anne Tyler
5270,John Sandford
9512,Shelby Yastrow
9676,Stanley Pottinger
8361,Peter Straub
5339,Jonathan Kellerman
4476,James Patterson
1461,Catherine Coulter
319,Amanda Ashley
0,
2286,Dean Koontz
9056,Robin Cook
4193,Iris Johansen
8055,Patricia Cornwell
2270,David Wiltse
9636,Sonia Icilyn
5693,Kasey Michaels
7212,McCoy Judi
5466,Jude Deveraux
0,
5803,Kathy Reichs
360,Amy Tan
9931,Susan Elizabeth Phillips
512,Ann Rule
5803,Kathy Reichs
5071,Johanna Lindsey
10018,Suzanne Forster
9330,Sandra Brown
314,Alton Gansky
329,Amanda Quick
2225,David Morrell
8404,Philip Kerr
4805,Jennifer Blake
4242,J. D. Robb
4589,Jane Smiley
9685,Stef Ann Holm
5693,Kasey Michaels
5557,Julian Symons
970,Better Homes And Gardens Books
0,
3330,Franklin W. Dixon
606,Anonymous
0,
0,
973,Betty Crocker Editors
1796,Claire Folkard
55,Abby Kanter
8626,Raymond Pierson
8384,Phil Gross
7838,Nilo Cruz
9722,Stephen Baxter
4476,James Patterson
8652,Reed Arvin
2243,David Rosenfelt
3629,Giles Blunt
5380,Joseph Finder
0,
6344,Linda Howard
749,Austin Clarke
10636,Walter Mosley
3362,Frederick Forsyth
9895,Sue Henry
9791,Stephen White
6391,Lisa Gardner
2225,David Morrell
9367,Sara Paretsky
3010,Elmore Leonard
0,
2025,Dana Stabenow
4503,James W. Hall
8878,Robert B. Parker
9882,Stuart Woods
2286,Dean Koontz
5339,Jonathan Kellerman
7963,P. D. James
0,
0,
8783,Richard Paul Evans
8978,Robert Ludlum
0,
9756,Stephen J. Cannell
9049,Robin  Cook
4476,James Patterson
8878,Robert B. Parker
2099,Dave Barry
1881,Connie Willis
9459,Shane And Sheridan
4103,Hugh Cook
268,Alien Stevens
10600,W.E.B. Griffin
0,
5186,John J. Nance
7176,Matthew Reilly
10780,William Kent Krueger
7389,Michael Macdonald Mooney
0,
7324,Michael Darkow
6814,Maria Elena Morgan
6814,Maria Elena Morgan
7637,Murray Bail
780,Banana Yoshimoto
4942,Jim Karas
10694,Whitley Strieber
3746,Greg Iles
4289,J.R.R. Tolkien
0,
0,
0,
3746,Greg Iles
0,
5738,Katherine Mosby
0,
2286,Dean Koontz
6871,Marilyn Vos Savant
1935,Curl
7038,Martin V. Riccardo
4542,Jana Marcus
5271,John Saul
9244,Ruth Maran
3429,Gail Tsukiyama
4745,Jeanne Kalogridis
3049,Emma Donoghue
4482,James Reese
435,Andrew X. Pham
5919,Kiana Davenport
1453,Catharina Day
9420,Scott Cunningham
6687,Malika Oufkir
7216,Mckay Jenkins
6481,Lorna Landvik
8111,Patricia Wynn
0,
10738,William Cohen
10203,Theresa Foy DiGeronimo
1992,Dale Carnegie
1992,Dale Carnegie
3746,Greg Iles
10491,Various
5966,Kjersti Hoff Baez
8610,Ray Grigg
9767,Stephen King
8294,Peter Albano
1384,Carol Ryrie Brink
9085,Rod R. Butterworth
6507,Louisa May Alcott
0,
4577,Jane Orcutt
729,Ashley McConnell
6791,Margaret; Williams
0,
0,
0,
6545,Lucretius
4069,Horace
8339,Peter Mansfield
8171,Paul Halpern
4451,James Lowder
5190,John Keegan
3399,G. Lee Bowie
886,Ben Bova
0,
6967,Mark Twain
8544,Rachel Bell
10491,Various
1333,Carl Sagan
0,
7868,Nora Roberts
6007,L. E. Modesitt Jr.
6230,Leo Tolstoy
0,
0,
8535,R.A. Salvatore
0,
10082,Taisha Abelar
7462,Michele Jamal
2688,Duong Thu Huong
10812,William Shakespeare
3377,Friedrich Nietzsche
5284,John T. Lawrence
0,
4024,Herman Melville
4139,Ian Kellam
576,Anne Rice
7094,Mary Jane Clark
7825,Nien Cheng
10812,William Shakespeare
